Municipios;Sexo;Periodo;Total
36035 Nigrán;Mujeres;2016;8971
36035 Nigrán;Mujeres;2015;8959
36035 Nigrán;Mujeres;2014;9031
36035 Nigrán;Mujeres;2013;9032
36035 Nigrán;Mujeres;2012;9043
36035 Nigrán;Mujeres;2011;9114
36035 Nigrán;Mujeres;2010;9105
36035 Nigrán;Mujeres;2009;9146
36035 Nigrán;Mujeres;2008;8996
36035 Nigrán;Mujeres;2007;8904
36035 Nigrán;Mujeres;2006;8914
36035 Nigrán;Mujeres;2005;8704
36035 Nigrán;Mujeres;2004;8554
36035 Nigrán;Mujeres;2003;8579
36035 Nigrán;Mujeres;2002;8514
36035 Nigrán;Mujeres;2001;8317
36035 Nigrán;Mujeres;2000;8136
36035 Nigrán;Mujeres;1999;8003
36035 Nigrán;Mujeres;1998;7882
36035 Nigrán;Mujeres;1997;
36035 Nigrán;Mujeres;1996;7764
36036 Oia;Total;2020;3049
36036 Oia;Total;2019;3053
36036 Oia;Total;2018;3018
36036 Oia;Total;2017;3004
36036 Oia;Total;2016;3002
36036 Oia;Total;2015;3008
36036 Oia;Total;2014;3042
36036 Oia;Total;2013;3094
36036 Oia;Total;2012;3101
36036 Oia;Total;2011;3179
36036 Oia;Total;2010;3197
36036 Oia;Total;2009;3227
36036 Oia;Total;2008;3192
36036 Oia;Total;2007;3159
36036 Oia;Total;2006;3140
36036 Oia;Total;2005;3038
36036 Oia;Total;2004;2912
36036 Oia;Total;2003;2903
36036 Oia;Total;2002;2906
36036 Oia;Total;2001;2921
36036 Oia;Total;2000;2925
36036 Oia;Total;1999;2956
36036 Oia;Total;1998;2956
36036 Oia;Total;1997;
36036 Oia;Total;1996;3156
36036 Oia;Hombres;2020;1510
36036 Oia;Hombres;2019;1521
36036 Oia;Hombres;2018;1513
36036 Oia;Hombres;2017;1498
36036 Oia;Hombres;2016;1513
36036 Oia;Hombres;2015;1511
36036 Oia;Hombres;2014;1518
36036 Oia;Hombres;2013;1547
36036 Oia;Hombres;2012;1556
36036 Oia;Hombres;2011;1600
36036 Oia;Hombres;2010;1615
36036 Oia;Hombres;2009;1622
36036 Oia;Hombres;2008;1634
36036 Oia;Hombres;2007;1614
36036 Oia;Hombres;2006;1609
36036 Oia;Hombres;2005;1534
36036 Oia;Hombres;2004;1473
36036 Oia;Hombres;2003;1458
36036 Oia;Hombres;2002;1456
36036 Oia;Hombres;2001;1455
36036 Oia;Hombres;2000;1454
36036 Oia;Hombres;1999;1468
36036 Oia;Hombres;1998;1468
36036 Oia;Hombres;1997;
36036 Oia;Hombres;1996;1566
36036 Oia;Mujeres;2020;1539
36036 Oia;Mujeres;2019;1532
36036 Oia;Mujeres;2018;1505
36036 Oia;Mujeres;2017;1506
36036 Oia;Mujeres;2016;1489
36036 Oia;Mujeres;2015;1497
36036 Oia;Mujeres;2014;1524
36036 Oia;Mujeres;2013;1547
36036 Oia;Mujeres;2012;1545
36036 Oia;Mujeres;2011;1579
36036 Oia;Mujeres;2010;1582
36036 Oia;Mujeres;2009;1605
36036 Oia;Mujeres;2008;1558
36036 Oia;Mujeres;2007;1545
36036 Oia;Mujeres;2006;1531
36036 Oia;Mujeres;2005;1504
36036 Oia;Mujeres;2004;1439
36036 Oia;Mujeres;2003;1445
36036 Oia;Mujeres;2002;1450
36036 Oia;Mujeres;2001;1466
36036 Oia;Mujeres;2000;1471
36036 Oia;Mujeres;1999;1488
36036 Oia;Mujeres;1998;1488
36036 Oia;Mujeres;1997;
36036 Oia;Mujeres;1996;1590
36037 Pazos de Borbén;Total;2020;2965
36037 Pazos de Borbén;Total;2019;2999
36037 Pazos de Borbén;Total;2018;2980
36037 Pazos de Borbén;Total;2017;2991
36037 Pazos de Borbén;Total;2016;3004
36037 Pazos de Borbén;Total;2015;3067
36037 Pazos de Borbén;Total;2014;3075
36037 Pazos de Borbén;Total;2013;3113
36037 Pazos de Borbén;Total;2012;3170
36037 Pazos de Borbén;Total;2011;3192
36037 Pazos de Borbén;Total;2010;3159
36037 Pazos de Borbén;Total;2009;3170
36037 Pazos de Borbén;Total;2008;3178
36037 Pazos de Borbén;Total;2007;3145
36037 Pazos de Borbén;Total;2006;3179
36037 Pazos de Borbén;Total;2005;3160
36037 Pazos de Borbén;Total;2004;3161
36037 Pazos de Borbén;Total;2003;3034
36037 Pazos de Borbén;Total;2002;3070
36037 Pazos de Borbén;Total;2001;3089
36037 Pazos de Borbén;Total;2000;3111
36037 Pazos de Borbén;Total;1999;3202
36037 Pazos de Borbén;Total;1998;3202
36037 Pazos de Borbén;Total;1997;
36037 Pazos de Borbén;Total;1996;3285
36037 Pazos de Borbén;Hombres;2020;1455
36037 Pazos de Borbén;Hombres;2019;1471
36037 Pazos de Borbén;Hombres;2018;1461
36037 Pazos de Borbén;Hombres;2017;1450
36037 Pazos de Borbén;Hombres;2016;1450
36037 Pazos de Borbén;Hombres;2015;1494
36037 Pazos de Borbén;Hombres;2014;1483
36037 Pazos de Borbén;Hombres;2013;1495
36037 Pazos de Borbén;Hombres;2012;1523
36037 Pazos de Borbén;Hombres;2011;1530
36037 Pazos de Borbén;Hombres;2010;1502
36037 Pazos de Borbén;Hombres;2009;1510
36037 Pazos de Borbén;Hombres;2008;1493
36037 Pazos de Borbén;Hombres;2007;1474
36037 Pazos de Borbén;Hombres;2006;1482
36037 Pazos de Borbén;Hombres;2005;1484
36037 Pazos de Borbén;Hombres;2004;1479
36037 Pazos de Borbén;Hombres;2003;1413
36037 Pazos de Borbén;Hombres;2002;1418
36037 Pazos de Borbén;Hombres;2001;1418
36037 Pazos de Borbén;Hombres;2000;1437
36037 Pazos de Borbén;Hombres;1999;1488
36037 Pazos de Borbén;Hombres;1998;1488
36037 Pazos de Borbén;Hombres;1997;
36037 Pazos de Borbén;Hombres;1996;1535
36037 Pazos de Borbén;Mujeres;2020;1510
36037 Pazos de Borbén;Mujeres;2019;1528
36037 Pazos de Borbén;Mujeres;2018;1519
36037 Pazos de Borbén;Mujeres;2017;1541
36037 Pazos de Borbén;Mujeres;2016;1554
36037 Pazos de Borbén;Mujeres;2015;1573
36037 Pazos de Borbén;Mujeres;2014;1592
36037 Pazos de Borbén;Mujeres;2013;1618
36037 Pazos de Borbén;Mujeres;2012;1647
36037 Pazos de Borbén;Mujeres;2011;1662
36037 Pazos de Borbén;Mujeres;2010;1657
36037 Pazos de Borbén;Mujeres;2009;1660
36037 Pazos de Borbén;Mujeres;2008;1685
36037 Pazos de Borbén;Mujeres;2007;1671
36037 Pazos de Borbén;Mujeres;2006;1697
36037 Pazos de Borbén;Mujeres;2005;1676
36037 Pazos de Borbén;Mujeres;2004;1682
36037 Pazos de Borbén;Mujeres;2003;1621
36037 Pazos de Borbén;Mujeres;2002;1652
36037 Pazos de Borbén;Mujeres;2001;1671
36037 Pazos de Borbén;Mujeres;2000;1674
36037 Pazos de Borbén;Mujeres;1999;1714
36037 Pazos de Borbén;Mujeres;1998;1714
36037 Pazos de Borbén;Mujeres;1997;
36037 Pazos de Borbén;Mujeres;1996;1750
36041 Poio;Total;2020;17073
36041 Poio;Total;2019;17082
36041 Poio;Total;2018;17018
36041 Poio;Total;2017;16871
36041 Poio;Total;2016;16901
36041 Poio;Total;2015;16842
36041 Poio;Total;2014;16794
36041 Poio;Total;2013;16767
36041 Poio;Total;2012;16642
36041 Poio;Total;2011;16501
36041 Poio;Total;2010;16309
36041 Poio;Total;2009;16043
36041 Poio;Total;2008;15842
36041 Poio;Total;2007;15456
36041 Poio;Total;2006;15201
36041 Poio;Total;2005;14889
36041 Poio;Total;2004;14651
36041 Poio;Total;2003;14588
36041 Poio;Total;2002;14394
36041 Poio;Total;2001;14291
36041 Poio;Total;2000;14037
36041 Poio;Total;1999;13843
36041 Poio;Total;1998;13802
36041 Poio;Total;1997;
36041 Poio;Total;1996;13683
36041 Poio;Hombres;2020;8462
36041 Poio;Hombres;2019;8487
36041 Poio;Hombres;2018;8441
36041 Poio;Hombres;2017;8355
36041 Poio;Hombres;2016;8355
36041 Poio;Hombres;2015;8326
36041 Poio;Hombres;2014;8325
36041 Poio;Hombres;2013;8302
36041 Poio;Hombres;2012;8223
36041 Poio;Hombres;2011;8131
36041 Poio;Hombres;2010;8048
36041 Poio;Hombres;2009;7903
36041 Poio;Hombres;2008;7806
36041 Poio;Hombres;2007;7598
36041 Poio;Hombres;2006;7496
36041 Poio;Hombres;2005;7328
36041 Poio;Hombres;2004;7185
36041 Poio;Hombres;2003;7126
36041 Poio;Hombres;2002;6989
36041 Poio;Hombres;2001;6936
36041 Poio;Hombres;2000;6807
36041 Poio;Hombres;1999;6705
36041 Poio;Hombres;1998;6688
36041 Poio;Hombres;1997;
36041 Poio;Hombres;1996;6633
36041 Poio;Mujeres;2020;8611
36041 Poio;Mujeres;2019;8595
36041 Poio;Mujeres;2018;8577
36041 Poio;Mujeres;2017;8516
36041 Poio;Mujeres;2016;8546
36041 Poio;Mujeres;2015;8516
36041 Poio;Mujeres;2014;8469
36041 Poio;Mujeres;2013;8465
36041 Poio;Mujeres;2012;8419
36041 Poio;Mujeres;2011;8370
36041 Poio;Mujeres;2010;8261
36041 Poio;Mujeres;2009;8140
36041 Poio;Mujeres;2008;8036
36041 Poio;Mujeres;2007;7858
36041 Poio;Mujeres;2006;7705
36041 Poio;Mujeres;2005;7561
36041 Poio;Mujeres;2004;7466
36041 Poio;Mujeres;2003;7462
36041 Poio;Mujeres;2002;7405
36041 Poio;Mujeres;2001;7355
36041 Poio;Mujeres;2000;7230
36041 Poio;Mujeres;1999;7138
36041 Poio;Mujeres;1998;7114
36041 Poio;Mujeres;1997;
36041 Poio;Mujeres;1996;7050
36043 Ponte Caldelas;Total;2020;5533
36043 Ponte Caldelas;Total;2019;5494
36043 Ponte Caldelas;Total;2018;5491
36043 Ponte Caldelas;Total;2017;5562
36043 Ponte Caldelas;Total;2016;5573
36043 Ponte Caldelas;Total;2015;5540
36043 Ponte Caldelas;Total;2014;5625
36043 Ponte Caldelas;Total;2013;5668
36043 Ponte Caldelas;Total;2012;5739
36043 Ponte Caldelas;Total;2011;6319
36043 Ponte Caldelas;Total;2010;6371
36043 Ponte Caldelas;Total;2009;6422
36043 Ponte Caldelas;Total;2008;6469
36043 Ponte Caldelas;Total;2007;6487
36043 Ponte Caldelas;Total;2006;6513
36043 Ponte Caldelas;Total;2005;6515
36043 Ponte Caldelas;Total;2004;6393
36043 Ponte Caldelas;Total;2003;6390
36043 Ponte Caldelas;Total;2002;6292
36043 Ponte Caldelas;Total;2001;6390
36043 Ponte Caldelas;Total;2000;6501
36043 Ponte Caldelas;Total;1999;6547
36043 Ponte Caldelas;Total;1998;6648
36043 Ponte Caldelas;Total;1997;
36043 Ponte Caldelas;Total;1996;6963
36043 Ponte Caldelas;Hombres;2020;2670
36043 Ponte Caldelas;Hombres;2019;2670
36043 Ponte Caldelas;Hombres;2018;2642
36043 Ponte Caldelas;Hombres;2017;2676
36043 Ponte Caldelas;Hombres;2016;2705
36043 Ponte Caldelas;Hombres;2015;2691
36043 Ponte Caldelas;Hombres;2014;2728
36043 Ponte Caldelas;Hombres;2013;2755
36043 Ponte Caldelas;Hombres;2012;2781
36043 Ponte Caldelas;Hombres;2011;3077
36043 Ponte Caldelas;Hombres;2010;3077
36043 Ponte Caldelas;Hombres;2009;3098
36043 Ponte Caldelas;Hombres;2008;3150
36043 Ponte Caldelas;Hombres;2007;3159
36043 Ponte Caldelas;Hombres;2006;3185
36043 Ponte Caldelas;Hombres;2005;3185
36043 Ponte Caldelas;Hombres;2004;3074
36043 Ponte Caldelas;Hombres;2003;3055
36043 Ponte Caldelas;Hombres;2002;2980
36043 Ponte Caldelas;Hombres;2001;3029
36043 Ponte Caldelas;Hombres;2000;3073
36043 Ponte Caldelas;Hombres;1999;3081
36043 Ponte Caldelas;Hombres;1998;3137
36043 Ponte Caldelas;Hombres;1997;
36043 Ponte Caldelas;Hombres;1996;3252
36043 Ponte Caldelas;Mujeres;2020;2863
36043 Ponte Caldelas;Mujeres;2019;2824
36043 Ponte Caldelas;Mujeres;2018;2849
36043 Ponte Caldelas;Mujeres;2017;2886
36043 Ponte Caldelas;Mujeres;2016;2868
36043 Ponte Caldelas;Mujeres;2015;2849
36043 Ponte Caldelas;Mujeres;2014;2897
36043 Ponte Caldelas;Mujeres;2013;2913
36043 Ponte Caldelas;Mujeres;2012;2958
36043 Ponte Caldelas;Mujeres;2011;3242
36043 Ponte Caldelas;Mujeres;2010;3294
36043 Ponte Caldelas;Mujeres;2009;3324
36043 Ponte Caldelas;Mujeres;2008;3319
36043 Ponte Caldelas;Mujeres;2007;3328
36043 Ponte Caldelas;Mujeres;2006;3328
36043 Ponte Caldelas;Mujeres;2005;3330
36043 Ponte Caldelas;Mujeres;2004;3319
36043 Ponte Caldelas;Mujeres;2003;3335
36043 Ponte Caldelas;Mujeres;2002;3312
36043 Ponte Caldelas;Mujeres;2001;3361
36043 Ponte Caldelas;Mujeres;2000;3428
36043 Ponte Caldelas;Mujeres;1999;3466
36043 Ponte Caldelas;Mujeres;1998;3511
36043 Ponte Caldelas;Mujeres;1997;
36043 Ponte Caldelas;Mujeres;1996;3711
36042 Ponteareas;Total;2020;22940
36042 Ponteareas;Total;2019;22877
36042 Ponteareas;Total;2018;22854
36042 Ponteareas;Total;2017;22893
36042 Ponteareas;Total;2016;22963
36042 Ponteareas;Total;2015;22990
36042 Ponteareas;Total;2014;23115
36042 Ponteareas;Total;2013;23326
36042 Ponteareas;Total;2012;23409
36042 Ponteareas;Total;2011;23561
36042 Ponteareas;Total;2010;23316
36042 Ponteareas;Total;2009;23172
36042 Ponteareas;Total;2008;22750
36042 Ponteareas;Total;2007;22411
36042 Ponteareas;Total;2006;21993
36042 Ponteareas;Total;2005;21378
36042 Ponteareas;Total;2004;21049
36042 Ponteareas;Total;2003;20432
36042 Ponteareas;Total;2002;19475
36042 Ponteareas;Total;2001;18844
36042 Ponteareas;Total;2000;18322
36042 Ponteareas;Total;1999;17938
36042 Ponteareas;Total;1998;17136
36042 Ponteareas;Total;1997;
36042 Ponteareas;Total;1996;17360
36042 Ponteareas;Hombres;2020;11121
36042 Ponteareas;Hombres;2019;11068
36042 Ponteareas;Hombres;2018;11091
36042 Ponteareas;Hombres;2017;11146
36042 Ponteareas;Hombres;2016;11186
36042 Ponteareas;Hombres;2015;11214
36042 Ponteareas;Hombres;2014;11283
36042 Ponteareas;Hombres;2013;11403
36042 Ponteareas;Hombres;2012;11437
36042 Ponteareas;Hombres;2011;11493
36042 Ponteareas;Hombres;2010;11377
36042 Ponteareas;Hombres;2009;11325
36042 Ponteareas;Hombres;2008;11160
36042 Ponteareas;Hombres;2007;10983
36042 Ponteareas;Hombres;2006;10734
36042 Ponteareas;Hombres;2005;10411
36042 Ponteareas;Hombres;2004;10214
36042 Ponteareas;Hombres;2003;9877
36042 Ponteareas;Hombres;2002;9396
36042 Ponteareas;Hombres;2001;9064
36042 Ponteareas;Hombres;2000;8814
36042 Ponteareas;Hombres;1999;8609
36042 Ponteareas;Hombres;1998;8152
36042 Ponteareas;Hombres;1997;
36042 Ponteareas;Hombres;1996;8301
36042 Ponteareas;Mujeres;2020;11819
36042 Ponteareas;Mujeres;2019;11809
36042 Ponteareas;Mujeres;2018;11763
36042 Ponteareas;Mujeres;2017;11747
36042 Ponteareas;Mujeres;2016;11777
36042 Ponteareas;Mujeres;2015;11776
36042 Ponteareas;Mujeres;2014;11832
36042 Ponteareas;Mujeres;2013;11923
36042 Ponteareas;Mujeres;2012;11972
36042 Ponteareas;Mujeres;2011;12068
36042 Ponteareas;Mujeres;2010;11939
36042 Ponteareas;Mujeres;2009;11847
36042 Ponteareas;Mujeres;2008;11590
36042 Ponteareas;Mujeres;2007;11428
36042 Ponteareas;Mujeres;2006;11259
36042 Ponteareas;Mujeres;2005;10967
36042 Ponteareas;Mujeres;2004;10835
36042 Ponteareas;Mujeres;2003;10555
36042 Ponteareas;Mujeres;2002;10079
36042 Ponteareas;Mujeres;2001;9780
36042 Ponteareas;Mujeres;2000;9508
36042 Ponteareas;Mujeres;1999;9329
36042 Ponteareas;Mujeres;1998;8984
36042 Ponteareas;Mujeres;1997;
36042 Ponteareas;Mujeres;1996;9059
36044 Pontecesures;Total;2020;3053
36044 Pontecesures;Total;2019;3052
36044 Pontecesures;Total;2018;3037
36044 Pontecesures;Total;2017;3037
36044 Pontecesures;Total;2016;3040
36044 Pontecesures;Total;2015;3062
36044 Pontecesures;Total;2014;3092
36044 Pontecesures;Total;2013;3113
36044 Pontecesures;Total;2012;3123
36044 Pontecesures;Total;2011;3136
36044 Pontecesures;Total;2010;3143
36044 Pontecesures;Total;2009;3145
36044 Pontecesures;Total;2008;3116
36044 Pontecesures;Total;2007;3139
36044 Pontecesures;Total;2006;3120
36044 Pontecesures;Total;2005;3101
36044 Pontecesures;Total;2004;3028
36044 Pontecesures;Total;2003;3062
36044 Pontecesures;Total;2002;3026
36044 Pontecesures;Total;2001;2973
36044 Pontecesures;Total;2000;2984
36044 Pontecesures;Total;1999;2981
36044 Pontecesures;Total;1998;2963
36044 Pontecesures;Total;1997;
36044 Pontecesures;Total;1996;2881
36044 Pontecesures;Hombres;2020;1504
36044 Pontecesures;Hombres;2019;1512
36044 Pontecesures;Hombres;2018;1505
36044 Pontecesures;Hombres;2017;1512
36044 Pontecesures;Hombres;2016;1515
36044 Pontecesures;Hombres;2015;1532
36044 Pontecesures;Hombres;2014;1566
36044 Pontecesures;Hombres;2013;1577
36044 Pontecesures;Hombres;2012;1581
36044 Pontecesures;Hombres;2011;1585
36044 Pontecesures;Hombres;2010;1584
36044 Pontecesures;Hombres;2009;1570
36044 Pontecesures;Hombres;2008;1548
36044 Pontecesures;Hombres;2007;1564
36044 Pontecesures;Hombres;2006;1543
36044 Pontecesures;Hombres;2005;1534
36044 Pontecesures;Hombres;2004;1493
36044 Pontecesures;Hombres;2003;1514
36044 Pontecesures;Hombres;2002;1496
36044 Pontecesures;Hombres;2001;1468
36044 Pontecesures;Hombres;2000;1477
36044 Pontecesures;Hombres;1999;1491
36044 Pontecesures;Hombres;1998;1471
36044 Pontecesures;Hombres;1997;
36044 Pontecesures;Hombres;1996;1416
36044 Pontecesures;Mujeres;2020;1549
36044 Pontecesures;Mujeres;2019;1540
36044 Pontecesures;Mujeres;2018;1532
36044 Pontecesures;Mujeres;2017;1525
36044 Pontecesures;Mujeres;2016;1525
36044 Pontecesures;Mujeres;2015;1530
36044 Pontecesures;Mujeres;2014;1526
36044 Pontecesures;Mujeres;2013;1536
36044 Pontecesures;Mujeres;2012;1542
36044 Pontecesures;Mujeres;2011;1551
36044 Pontecesures;Mujeres;2010;1559
36044 Pontecesures;Mujeres;2009;1575
36044 Pontecesures;Mujeres;2008;1568
36044 Pontecesures;Mujeres;2007;1575
36044 Pontecesures;Mujeres;2006;1577
36044 Pontecesures;Mujeres;2005;1567
36044 Pontecesures;Mujeres;2004;1535
36044 Pontecesures;Mujeres;2003;1548
36044 Pontecesures;Mujeres;2002;1530
36044 Pontecesures;Mujeres;2001;1505
36044 Pontecesures;Mujeres;2000;1507
36044 Pontecesures;Mujeres;1999;1490
36044 Pontecesures;Mujeres;1998;1492
36044 Pontecesures;Mujeres;1997;
36044 Pontecesures;Mujeres;1996;1465
36038 Pontevedra;Total;2020;83260
36038 Pontevedra;Total;2019;83029
36038 Pontevedra;Total;2018;82802
36038 Pontevedra;Total;2017;82671
36038 Pontevedra;Total;2016;82549
36038 Pontevedra;Total;2015;82539
36038 Pontevedra;Total;2014;82946
36038 Pontevedra;Total;2013;82934
36038 Pontevedra;Total;2012;82684
36038 Pontevedra;Total;2011;82400
36038 Pontevedra;Total;2010;81981
36038 Pontevedra;Total;2009;81576
36038 Pontevedra;Total;2008;80749
36038 Pontevedra;Total;2007;80202
36038 Pontevedra;Total;2006;80096
36038 Pontevedra;Total;2005;79372
36038 Pontevedra;Total;2004;78715
36038 Pontevedra;Total;2003;77993
36038 Pontevedra;Total;2002;76798
36038 Pontevedra;Total;2001;75864
36038 Pontevedra;Total;2000;75212
36038 Pontevedra;Total;1999;74139
36038 Pontevedra;Total;1998;73871
36038 Pontevedra;Total;1997;
36038 Pontevedra;Total;1996;74287
36038 Pontevedra;Hombres;2020;39344
36038 Pontevedra;Hombres;2019;39300
36038 Pontevedra;Hombres;2018;39189
36038 Pontevedra;Hombres;2017;39194
36038 Pontevedra;Hombres;2016;39080
36038 Pontevedra;Hombres;2015;39074
36038 Pontevedra;Hombres;2014;39345
36038 Pontevedra;Hombres;2013;39345
36038 Pontevedra;Hombres;2012;39242
36038 Pontevedra;Hombres;2011;39074
36038 Pontevedra;Hombres;2010;38759
36038 Pontevedra;Hombres;2009;38662
36038 Pontevedra;Hombres;2008;38469
36038 Pontevedra;Hombres;2007;38196
36038 Pontevedra;Hombres;2006;38075
36038 Pontevedra;Hombres;2005;37737
36038 Pontevedra;Hombres;2004;37390
36038 Pontevedra;Hombres;2003;37060
36038 Pontevedra;Hombres;2002;36311
36038 Pontevedra;Hombres;2001;35864
36038 Pontevedra;Hombres;2000;35585
36038 Pontevedra;Hombres;1999;35052
36038 Pontevedra;Hombres;1998;34924
36038 Pontevedra;Hombres;1997;
36038 Pontevedra;Hombres;1996;35183
36038 Pontevedra;Mujeres;2020;43916
36038 Pontevedra;Mujeres;2019;43729
36038 Pontevedra;Mujeres;2018;43613
36038 Pontevedra;Mujeres;2017;43477
36038 Pontevedra;Mujeres;2016;43469
36038 Pontevedra;Mujeres;2015;43465
36038 Pontevedra;Mujeres;2014;43601
36038 Pontevedra;Mujeres;2013;43589
36038 Pontevedra;Mujeres;2012;43442
36038 Pontevedra;Mujeres;2011;43326
36038 Pontevedra;Mujeres;2010;43222
36038 Pontevedra;Mujeres;2009;42914
36038 Pontevedra;Mujeres;2008;42280
36038 Pontevedra;Mujeres;2007;42006
36038 Pontevedra;Mujeres;2006;42021
36038 Pontevedra;Mujeres;2005;41635
36038 Pontevedra;Mujeres;2004;41325
36038 Pontevedra;Mujeres;2003;40933
36038 Pontevedra;Mujeres;2002;40487
36038 Pontevedra;Mujeres;2001;40000
36038 Pontevedra;Mujeres;2000;39627
36038 Pontevedra;Mujeres;1999;39087
36038 Pontevedra;Mujeres;1998;38947
36038 Pontevedra;Mujeres;1997;
36038 Pontevedra;Mujeres;1996;39104
36039 Porriño, O;Total;2020;20100
36039 Porriño, O;Total;2019;19848
36039 Porriño, O;Total;2018;19740
36039 Porriño, O;Total;2017;19600
36039 Porriño, O;Total;2016;19567
36039 Porriño, O;Total;2015;18898
36039 Porriño, O;Total;2014;18508
36039 Porriño, O;Total;2013;18908
36039 Porriño, O;Total;2012;18543
36039 Porriño, O;Total;2011;18075
36039 Porriño, O;Total;2010;17977
36039 Porriño, O;Total;2009;17475
36039 Porriño, O;Total;2008;17114
36039 Porriño, O;Total;2007;16745
36039 Porriño, O;Total;2006;16617
36039 Porriño, O;Total;2005;16576
36039 Porriño, O;Total;2004;16527
36039 Porriño, O;Total;2003;16511
36039 Porriño, O;Total;2002;16241
36039 Porriño, O;Total;2001;16076
36039 Porriño, O;Total;2000;16011
36039 Porriño, O;Total;1999;15823
36039 Porriño, O;Total;1998;15812
36039 Porriño, O;Total;1997;
36039 Porriño, O;Total;1996;15749
36039 Porriño, O;Hombres;2020;9910
36039 Porriño, O;Hombres;2019;9806
36039 Porriño, O;Hombres;2018;9735
36039 Porriño, O;Hombres;2017;9652
36039 Porriño, O;Hombres;2016;9641
36039 Porriño, O;Hombres;2015;9296
36039 Porriño, O;Hombres;2014;9096
36039 Porriño, O;Hombres;2013;9339
36039 Porriño, O;Hombres;2012;9167
36039 Porriño, O;Hombres;2011;8877
36039 Porriño, O;Hombres;2010;8856
36039 Porriño, O;Hombres;2009;8585
36039 Porriño, O;Hombres;2008;8425
36039 Porriño, O;Hombres;2007;8201
36039 Porriño, O;Hombres;2006;8097
36039 Porriño, O;Hombres;2005;8005
36039 Porriño, O;Hombres;2004;7978
36039 Porriño, O;Hombres;2003;7978
36039 Porriño, O;Hombres;2002;7823
36039 Porriño, O;Hombres;2001;7768
36039 Porriño, O;Hombres;2000;7716
36039 Porriño, O;Hombres;1999;7613
36039 Porriño, O;Hombres;1998;7617
36039 Porriño, O;Hombres;1997;
36039 Porriño, O;Hombres;1996;7575
36039 Porriño, O;Mujeres;2020;10190
36039 Porriño, O;Mujeres;2019;10042
36039 Porriño, O;Mujeres;2018;10005
36039 Porriño, O;Mujeres;2017;9948
36039 Porriño, O;Mujeres;2016;9926
36039 Porriño, O;Mujeres;2015;9602
36039 Porriño, O;Mujeres;2014;9412
36039 Porriño, O;Mujeres;2013;9569
36039 Porriño, O;Mujeres;2012;9376
36039 Porriño, O;Mujeres;2011;9198
36039 Porriño, O;Mujeres;2010;9121
36039 Porriño, O;Mujeres;2009;8890
36039 Porriño, O;Mujeres;2008;8689
36039 Porriño, O;Mujeres;2007;8544
36039 Porriño, O;Mujeres;2006;8520
36039 Porriño, O;Mujeres;2005;8571
36039 Porriño, O;Mujeres;2004;8549
36039 Porriño, O;Mujeres;2003;8533
36039 Porriño, O;Mujeres;2002;8418
36039 Porriño, O;Mujeres;2001;8308
36039 Porriño, O;Mujeres;2000;8295
36039 Porriño, O;Mujeres;1999;8210
36039 Porriño, O;Mujeres;1998;8195
36039 Porriño, O;Mujeres;1997;
36039 Porriño, O;Mujeres;1996;8174
36040 Portas;Total;2020;2906
36040 Portas;Total;2019;2940
36040 Portas;Total;2018;2984
36040 Portas;Total;2017;3016
36040 Portas;Total;2016;3056
36040 Portas;Total;2015;3061
36040 Portas;Total;2014;3025
36040 Portas;Total;2013;3033
36040 Portas;Total;2012;3073
36040 Portas;Total;2011;3070
36040 Portas;Total;2010;3078
36040 Portas;Total;2009;3089
36040 Portas;Total;2008;3089
36040 Portas;Total;2007;3129
36040 Portas;Total;2006;3174
36040 Portas;Total;2005;3171
36040 Portas;Total;2004;3176
36040 Portas;Total;2003;3167
36040 Portas;Total;2002;3219
36040 Portas;Total;2001;3232
36040 Portas;Total;2000;3260
36040 Portas;Total;1999;3215
36040 Portas;Total;1998;3218
36040 Portas;Total;1997;
36040 Portas;Total;1996;3231
36040 Portas;Hombres;2020;1410
36040 Portas;Hombres;2019;1417
36040 Portas;Hombres;2018;1431
36040 Portas;Hombres;2017;1442
36040 Portas;Hombres;2016;1461
36040 Portas;Hombres;2015;1467
36040 Portas;Hombres;2014;1451
36040 Portas;Hombres;2013;1451
36040 Portas;Hombres;2012;1471
36040 Portas;Hombres;2011;1460
36040 Portas;Hombres;2010;1451
36040 Portas;Hombres;2009;1457
36040 Portas;Hombres;2008;1450
36040 Portas;Hombres;2007;1482
36040 Portas;Hombres;2006;1498
36040 Portas;Hombres;2005;1491
36040 Portas;Hombres;2004;1490
36040 Portas;Hombres;2003;1477
36040 Portas;Hombres;2002;1513
36040 Portas;Hombres;2001;1521
36040 Portas;Hombres;2000;1540
36040 Portas;Hombres;1999;1507
36040 Portas;Hombres;1998;1510
36040 Portas;Hombres;1997;
36040 Portas;Hombres;1996;1509
36040 Portas;Mujeres;2020;1496
36040 Portas;Mujeres;2019;1523
36040 Portas;Mujeres;2018;1553
36040 Portas;Mujeres;2017;1574
36040 Portas;Mujeres;2016;1595
36040 Portas;Mujeres;2015;1594
36040 Portas;Mujeres;2014;1574
36040 Portas;Mujeres;2013;1582
36040 Portas;Mujeres;2012;1602
36040 Portas;Mujeres;2011;1610
36040 Portas;Mujeres;2010;1627
36040 Portas;Mujeres;2009;1632
36040 Portas;Mujeres;2008;1639
36040 Portas;Mujeres;2007;1647
36040 Portas;Mujeres;2006;1676
36040 Portas;Mujeres;2005;1680
36040 Portas;Mujeres;2004;1686
36040 Portas;Mujeres;2003;1690
